Light Type, Latitude, Longitude, Color, Intensity
StreetLamp2_Tall (Black)(Clone),62.467584893566,6.28014763158237,FFF8CF,2.5
StreetLamp2_Tall (Black)(Clone),62.4676770229616,6.27928815483674,FFF8CF,2.5
StreetLamp2_Tall (Black)(Clone),62.4678451799282,6.27970388444765,FFF8CF,2.5
StreetLamp2_Tall (Black)(Clone),62.467327634454,6.27969090098456,FFF8CF,2.5
StreetLamp2_Tall (Black)(Clone),62.4673948616129,6.28040793685842,FFF8CF,2.5
